sentiment,content
1.0,"@gi_ri_ja good morning, It's nice to see you!"
0.0,"I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics"
0.0,#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books
0.0,what a beautiful day - shame I've got to spend it in an office
1.0,"@mrskutcher A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother's Day"
1.0,@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!
1.0,@almcheese alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus
1.0,"@gfalcone601 Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  Xx"
1.0,feels at home to be back at church
1.0,because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!
1.0,@lexuslady http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother's day to you Lexus.  I hopw it's a nice one for you.
0.0,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
1.0,&quot;Ooh-ooh... it's SHINY&quot;. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up
0.0,just sad that i wont be able to post my new fic this morning...
1.0,Show gratitude when someone does something nice for you... A small &quot;Thanks&quot; goes a long way  ~ @Mike_Wesely   #twitip
1.0,"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!"
1.0,@Fooddesigner good luck in the pressure test! don't worry everything will be great  #masterchef
1.0,@TomFelton d'aaaaawhh you're so cute
1.0,@princess4lyfe I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.
1.0,@MrPresident92 I was just about to put in &quot;@&quot; and then my username.. Wow.
0.0,not looking forward to driving in this storm.
0.0,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.
1.0,Watching the CAVS!!!!!
0.0,last day at the Ko Olina.  off to north shoreee(:
1.0,Thank you all once more for all your lovely birthday messages
0.0,ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor
1.0,Happy Mother's Day! She liked the poem.
1.0,I'm back from my first 5K running race   And still alive!
0.0,"Was a little slow to try this one, but Ben &amp; Jerry's Mission to Marzipan is a bit of a letdown."
1.0,Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.
0.0,"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see..."
0.0,"gross. it's hot, and there's cotton EVERYWHERE.. hello allergies."
1.0,@momof3crazykids that's awesome. Can't believe they have the poster up Already! I haven't seen one over here yet
0.0,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away"
1.0,sittin at home watchin monster in-law waitin for pizza.. yum yum
1.0,is awake earlier than expected but is in a good mood and the sun is out
1.0,@HilHolla have fun on flashy fed hill..im sure you're imported cheeto eating ass will fit in lol
1.0,@tiny1877 Oh no! I guess I'm officially a big nerd now. I heard the movie is great even if you don't like Trek... and I do
1.0,Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!
1.0,@gpsrunner awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.
1.0,@RamEsRock  rompes mis ilusiones con lo de thrasher haha
1.0,Back from mountains
1.0,@tim_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!
1.0,might start Spanish...any min now....nope just can't do it! xx
0.0,"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl"
1.0,"@chellanglo *hugs* love you, MamaBear!  Happy Mom's Day!!!! (in case I don't see you around tomorrow)"
0.0,@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty
1.0,i realy wanted to go out cause its so nice but everybodys busy
1.0,@elliottja ha! Apparently I talk with a posh accent according to the ppl I saw in the Shire last+dressed very feminely! Makes you chuckle
1.0,happy sunday all
0.0,@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots
1.0,"@taylorswift13 lol, good luck with that ;) love your vid for YBWM"
1.0,"watching #f1. I live near Montmelï¿½, I'm so excited about this race"
1.0,@xXFriendXx That is amazing she will be happy with it enjoy your sunday  XX
0.0,I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons
1.0,"@jensen_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte"
1.0,finally home!! tomorrow is day 2 of &quot;Amazing&quot;.
1.0,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
1.0,@PhreshlyPhaded Oh wow  Thanks for the info.
1.0,"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn't ask for anything more. i love being happy"
0.0,@JoyVBehar Iï¿½m sorry for that
0.0,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!
1.0,@JosieChang I don't get it...
1.0,@PRGabbi AWW thanks hopefully it is
1.0,@Custardcuppcake how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot
1.0,"@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)"
1.0,@jasonwitmer you haven't drawn me yet
0.0,It SUCKS when my playmate is MIA all weekend.  Sad
1.0,@jrathburn Good mornin' Jason! Ready for a fresh new week as well!
1.0,@bryybryyy is a lumberjack  http://twitpic.com/4wqe8
0.0,bed rest for all weekend and next week  neomonia suck
1.0,"@PerryMarshall  I was seeing only one side of it, but it looked interesting.  And deep."
1.0,HAPPY MOTHER'S DAY to all you wonderful mothers!!
1.0,@jaredmaine @kennedymaine @johnmaine @patmaine @garrettmaine I LOVE YOU GUYS! get your ass to australia in december for my birthday
0.0,"@UncleCreepy (cont) a bastardized version of French? It's fun, believe me!"
1.0,@gay_emo_zac and a good morning from france to my zaccie
1.0,@mainpa LOL! Thanks  glad I have the time off to spend with him! Can't imagine trying to go into work right now.
1.0,i love love love silverstein.  work tomorrow. boo!
1.0,"@NinjaFanpire Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!"
1.0,What a fun night
1.0,Oh yeaah.  we'll still be bffs  aha @Sadie_marie.
0.0,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P
1.0,@wesdunn haha no kidding... I listen to them all day long bud
0.0,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her."
1.0,"@crazylabel Ordered mine, thank you!!"
0.0,@JonathanRKnight understands you it's long the 6 hour
1.0,had fun at her b-day celebration.
1.0,My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus)
1.0,ok peeps have good morning I'm going to bed   @ClickedApps hit me up later
1.0,doing some DIY- I'm dying mg clothes black again...save some money
1.0,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it"
0.0,Laying in bed sore and snuggeling domino... I don't wanna work out today
0.0,just got home from school and from the wake of my friend's father.  so tired..
0.0,"@SoccerGameBall i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?"
1.0,@susieblackmon I know what appeals to you with knitting! Believe me I KNOW!
1.0,@racemode lol.. who know the president could be a comedian?
0.0,at work and tired just want to go to bed
0.0,friday.....i have nothing to do so sad
0.0,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
0.0,Is leaving Utah today  Super Sad Face
1.0,@robdelete yo  what you think of last night? was good to see ya!
1.0,"In bed now  tonight has been really really funny, best family ever !"
1.0,Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii.
1.0,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
1.0,My near daily exercise is starting to show results.
1.0,"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99"
1.0,@Curious_Jo same with me...I like the freedom being an Enigma gives you
0.0,going to a work people party then going home to visit Grandma. Sadness
1.0,@Kellyke28 You poor thing  Hang in there. -xxx- luf joe
0.0,@backstreetboys http://twitpic.com/3x3wq - impossible to know them closely
1.0,"@frostedfroslass bahaha.... tax folder and phone books, they have such double meanings"
0.0,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !"
1.0,Good morning Monday...  I feel as though you came to visit too early... But I am happy to see you none the less.
0.0,@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
0.0,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
1.0,those secondary school cooking lessons came to good use today. I made shepherd's pie for my mama.
1.0,Good morning!!! Who wants breakfast??
0.0,crying so hard.......
0.0,@batman_sounds bicycle? Sucks i cant ride with you
1.0,as landice said; &quot;uhmazing.&quot; you are all uhtterly uhmazing.   - helenuh.
1.0,I'm feeling higher than Mt Everest
1.0,@calimiles You live dat glamorous life.
1.0,Had a nice chat with an old frnd... its been a while since v talked  was fun...
1.0,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
0.0,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
1.0,@jtug all the photos  niceeeee
0.0,I'll miss the 39th floor view...
1.0,@tweerrerbot  Well I was following you because I think your interesting ... and I was right
1.0,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
0.0,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay"
1.0,Good morning from RSA Twitterverse!! Please send me some happy vibes &amp; cheerfulness today I'm feeling a little sad
0.0,Out for an evening on the town with jeremy. Sad Carrie can't come
1.0,Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...
0.0,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.
1.0,"@cydonian why? i enjoy fancy meals on my own smtimes, thr's joy in solitude, u can REALLY enjoy the food &amp; it's lk a date with the world"
0.0,@shonali hello- i'd like a little chat- but can't DM you- is there a mail id?
0.0,@eddyizm Do you not like turtles?
0.0,Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...
0.0,@bowwow614 I would but I'm afraid I got two left feet
0.0,OH. I am just so tired.
1.0,Good morning ! Wishing everyone a great week
1.0,Watching my fav movie...Two Can Play That Game! &quot;Ever notice how men start to act up around Spring time?&quot; Shante Smith
0.0,@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...
1.0,Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk
1.0,"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!"
1.0,Employee orientation for serco  yayy.. I'm excited/nervous!!!! Wish me luck!
0.0,@Disney_Dreaming what?! miley's gonna quit hannah montana?...i don't wanna believe it!
1.0,"@MCsavedmylife thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled"
1.0,"had a good day driving up mountains, visiting katie, eating chips &amp; fudge and stocking up on lovely smelling soaps"
0.0,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is
0.0,@chescaaaaaa  yeaaaahh.
0.0,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad
1.0,@buckhollywood HEY BUCK!!!!  love u loads!! LOVE &quot;WHAT THE BUCK?!&quot;
1.0,@scalzi Happy frickin' birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.
1.0,"Nine o'clock on a Sunday morning - Outside, sat around the table enjoying the early rays of sun, reading Twitter article in Sunday Times"
1.0,Can't wait 4 a real bed!  haha
1.0,"@jerzicua I didn't say I met *all* the awesomest people, just a bunch of them."
1.0,weekend!! even though I have work
1.0,in rye..happy mothers day mums  ily mummy  lol
1.0,@LaurenConrad Hey Lauren...I'm a huge fan! I hope you are having fun at Wango Tango!!
1.0,@JessicaCorban stellar! You 2 look great
1.0,"Watching SNL. Awhh, Chris Pine is a cutieee"
0.0,I missed the math trade
0.0,im gonna fail this test miserably in history
1.0,I have coffee and a Sociology paper to complete. Happy Mothers Day
1.0,Makeup + cute dress = I'm ready to go
1.0,@wude72 @boulderdiaries Thank you!
0.0,@Jesusfreak1900 probably.  sucks for you.
0.0,at work and it sucks big time
0.0,"@elephantparty Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices."
1.0,@JohnhampsonUK Oh very nice! I hope you have a wonderfully relaxing day!
1.0,"also, Lipton's Sparkling Green Tea is gross"
0.0,"Gah, I sprained my LEFT ankle... Just after I got over the torn ligament for my right foot. Looks like it's back to walking with a cane"
1.0,I have a license and a car..at least for now.
0.0,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
1.0,@BenWay08 mmm but nothing i can do. lucky ive got great friends like u to cheer me up
0.0,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.
1.0,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
1.0,@judielise @PopandIce Wish you both a very Happy and Fabulous Mother's Day!
0.0,"@Agent_M that just gave me that sick-to-my-stomach feeling  ppl like that don't belong in regular society, ever!"
1.0,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston
1.0,14 days until Boyzone
1.0,i don't know the guys on radio disney have so much energy. i wouldn't be able to do it  &lt;3
1.0,"@giogadi Hey Luis, thanks!  I have Flash and my prof's code to thank for that.  *cough*"
0.0,"@BabyStowz yea, feel like im bein ignored"
1.0,@lyteforce Ur stat pack made the LB roll. It's like ur there!
0.0,@miss_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U
0.0,Now i feel really really bad...sorry
1.0,"@dolliesierra Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries."
0.0,"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work"
1.0,@talk2donboy LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now
1.0,Exploring Twitter's world! me 2
1.0,LOVE ME LOVE ME SAY THAT YOU LOVE ME...
1.0,HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...
0.0,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz
0.0,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*
1.0,Home from Chelsea's  Jam sessions = &lt;3 = Chelsea + Abby = I luh you.
1.0,"@BeDimples Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day"
1.0,Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...
1.0,@donatoclassic me too
1.0,"Damn. I had 11 goldfish.  Oh well, that's my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/"
1.0,yay mothers day  i love mi madre
1.0,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are"
0.0,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong
1.0,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV"
1.0,"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend"
0.0,Eating a bagel  yummy
0.0,@PaulaAbdul  why canceled your performance on Letterman? i'm So sad because it is less an option for you.
1.0,"bathing with two little angels, Keyla and Janice."
0.0,Mid shifts are so awful. Im just counting down time
0.0,another rainy day
1.0,@PaulaCampbell Happy Mothers Day Paula
1.0,Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!
1.0,Good morning all! Its a fabulous morning here!
1.0,cba with exams! 17 left!
1.0,"carolina won, yeah"
1.0,The sun is out here in Melbourne! Happy Mothers Day to all the mums out there
0.0,@SOREALCRU its Gloomy in LA no sun  but its nice
1.0,@robluketic how fun to see what people on the other side of the pond are getting up to right now... thanks so much for sharing!
1.0,the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap
1.0,@RemyBanks Did you see my message mandingo jr.!!..lol. I hope its music i'll like.
1.0,"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!"
0.0,went to the cd store to search for the cd. But
1.0,@erichalvorsen @LorenBrinton @nicksantino i say you all tour again. same lineup...with austin gibbs!
1.0,"@MariahCarey u go Mariah,never listen to the haters  I have been a fan for so long and am so grateful for ur music. Can't wait 4 the album"
1.0,@gnomeangel Yep!!
0.0,"Hmmm, I just realized....I didn't have any bday cake for my birthday...boo hoo!"
1.0,http://twitpic.com/4w5sy - my babe
0.0,is feeling Fab today and missing my boo
0.0,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again
